long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Miglustat,72599-27-0,Miglustat,DB00419,Gaucher's disease,doid:1926,original,"Treatment of mild to moderate Type I Gaucher disease in adults for whom enzyme replacement therapy is not a therapeutic option (e.g., due to constraints such as allergy, hypersensitivity, or poor venous access). "
Miglustat,72599-27-0,Miglustat,DB00419,Niemann-Pick disease,doid:14504,repositioned,"Treatment of the neurological manifestations of Niemann-Pick disease,type C."
Milnacipran,92623-85-3,Milnacipran,DB04896,mental depression,doid:1596,original,Depression
Milnacipran,92623-85-3,Milnacipran,DB04896,fibromyalgia,doid:631,repositioned,Fibromyalgia syndrome
Minocycline HCL,13614-97-8,Minocycline,DB01017,bacterial infectious disease,doid:104,original,Treatment of the infections due to susceptible strains of the designated microorganisms: see detailed list in http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=4676#nlm34067-9
Minocycline HCL,13614-97-8,Minocycline,DB01017,malignant pleural effusion,,repositioned,Treatment of chronic malignant pleural effusion.
Minocycline HCL,13614-97-8,Minocycline,DB01017,sarcoidosis,doid:11335,repositioned,Treatment of sarcoidosis
Minoxidil,38304-91-5,Minoxidil,DB00350,hypertension,doid:10763,original,Hypertension
Minoxidil,38304-91-5,Minoxidil,DB00350,hair loss,,repositioned,Hair loss
Misoprostol,59122-46-2,Misoprostol,DB00929,gastric ulcer,doid:10808,original,"Reducing the risk of NSAID_induced gastric ulcers in patients at high risk of complications from gastric ulcer, e.g., the elderly and patients with concomitant debilitating disease, as well as patients at high risk of developing gastric ulceration, such as patients with a history of ulcer."
Misoprostol,59122-46-2,Misoprostol,DB00929,Intrauterine fetal death,,repositioned,Treatment of intrauterine fetal death not accompanied by complete expulsion of the products of conception in the second and third trimesters of pregnancy.
Mitomycin-C,50-07-7,Mitomycin,DB00305,gastric adenocarcinoma,doid:3717,original,Mitomycin has been shown to be useful in the therapy of disseminated adenocarcinoma of the stomach or pancreas in proven combinations with other approved chemotherapeutic agents and as palliative treatment when other modalities have failed. 
Mitomycin-C,50-07-7,Mitomycin,DB00305,pancreatic adenocarcinoma,doid:4074,original,Mitomycin has been shown to be useful in the therapy of disseminated adenocarcinoma of the stomach or pancreas in proven combinations with other approved chemotherapeutic agents and as palliative treatment when other modalities have failed. 
Mitomycin-C,50-07-7,Mitomycin,DB00305,glaucoma,doid:1686,repositioned,Treatment of refractory glaucoma as an adjunct to ab externo glaucoma surgery.
Mycophenolate mofetil,128794-94-5,Mycophenolate mofetil,DB00688,Transplant Rejection,,original,"Mycophenolate mofetil is indicated for the prophylaxis of organ rejection in patients receiving allogeneic renal, cardiac or hepatic transplants. CellCept should be used concomitantly with cyclosporine and corticosteroids."
Mycophenolate mofetil,128794-94-5,Mycophenolate mofetil,DB00688,pemphigus vulgaris,,repositioned,Treatment of pemphigus vulgaris 
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,chronic obstructive pulmonary disease,doid:3083,original,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,pneumonia,doid:552,,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,bronchitis,doid:6132,,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,croup,doid:9395,,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,Atelectasis,,,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,cystic fibrosis,doid:1485,,"Acetylcysteine is indicated as adjuvant therapy for patients with abnormal, viscid, or inspissated mucous secretions in such conditions as:Chronic bronchopulmonary disease (chronic emphysema, emphysema with bronchitis, chronic asthmatic bronchitis); Acute bronchopulmonary disease (pneumonia, bronchitis, tracheobronchitis); Pulmonary complications associated with surgery; Use during anesthesia; Post-traumatic chest conditions; Atelectasis due to mucous obstruction; Diagnostic bronchial studies (bronchograms, bronchospirometry, and bronchial wedge catheterization) ."
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,hepatotoxicity,,original,"Administered intravenously within 8 to 10 hours after ingestion of a potentially hepatotoxic quantity of acetaminophen, it is indicated to prevent or lessen hepatic injury "
N-acetylcysteine,616-91-1,Acetylcysteine,DB06151,acute liver failure,,repositioned,Treatment of acute liver failure 
Nabumetone,42924-53-8,Nabumetone,DB00461,osteoarthritis,doid:8398,original,It is indicated for relief of signs and symptoms of osteoarthritis and rheumatoid arthritis.
Nabumetone,42924-53-8,Nabumetone,DB00461,rheumatoid arthritis,doid:7148,original,It is indicated for relief of signs and symptoms of osteoarthritis and rheumatoid arthritis.
Nabumetone,42924-53-8,Nabumetone,DB00461,rheumatoid arthritis,doid:7148,repositioned,Treatment of pediatric juvenile rheumatoid arthritis.
Nevirapine,129618-40-2,Nevirapine,DB00238,human immunodeficiency virus infectious disease,doid:526,original,Use in combination with other antiretroviral agents for the treatment of HIV-1 infection.
Nevirapine,129618-40-2,Nevirapine,DB00238,human immunodeficiency virus infectious disease,doid:526,repositioned,Prevention of HIV infection in pediatric patients under the age of 16 years.
Nilotinib,641571-10-0,Nilotinib,DB04868,chronic myeloid leukemia,doid:8552,original,For the treatment of chronic phase and accelerated phase Philadelphia chromosome positive chronic myelogenous leukemia in adult patients resistant to or intolerant to prior therapy that included imatinib.
Nilotinib,641571-10-0,Nilotinib,DB04868,gastrointestinal stromal tumor,doid:9253,repositioned,Treatment of gastrointestinal stromal tumors.
Nitazoxanide,55981-09-4,Nitazoxanide,DB00507,diarrhea,doid:13250,original,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia
Nitazoxanide,55981-09-4,Nitazoxanide,DB00507,amebiasis,doid:9181,repositioned,Treatment for intestinal amebiasis
Nitisinone,104206-65-7,Nitisinone,DB00348,tyrosinemia,doid:9275,original,Adjunctive therapy to dietary  restriction of tyrosine and phenylalanine in the treatment of hereditary tyrosinemia type 1.
Nitisinone,104206-65-7,Nitisinone,DB00348,alkaptonuria,doid:9270,repositioned,Treatment of alkaptonuria
Nitric oxide,10102-43-9,Nitric Oxide,DB00435,pulmonary hypertension,doid:6432,original,"In conjunction with ventilatory support and other appropriate agents, in the treatment of term and near-term (>34 weeks) neonates with hypoxic respiratory failure associated with clinical or echocardiographic evidence of pulmonary hypertension, where it improves oxygenation and reduces the need for extracorporeal membrane oxygenation."
Nitric oxide,10102-43-9,Nitric Oxide,DB00435,sarcoidosis,doid:11335,repositioned,Diagnosis of sarcoidosis
Nitric oxide,10102-43-9,Nitric Oxide,DB00435,chronic obstructive pulmonary disease,doid:3083,repositioned,To reduce the risk of chronic lung disease in premature neonates
Nitric oxide,10102-43-9,Nitric Oxide,DB00435,adult respiratory distress syndrome,doid:11394,repositioned,Treatment of acute respiratory distress syndrome in adults.
Nitric oxide,10102-43-9,Nitric Oxide,DB00435,acute chest syndrome,doid:1584,repositioned,Use in combination with a drug delivery device for acute treatment of sickle cell vaso-occlusive crisis (pain crises).
Nitroprusside,15078-28-1,Nitroprusside,DB00325,hypertension,doid:10763,original,1. The immediate reduction of blood pressure of patients in hypertensive crises. 2. Producing controlled hypotension in order to reduce bleeding during surgery. 3. The treatment of acute congestive heart failure.
Nitroprusside,15078-28-1,Nitroprusside,DB00325,congestive heart failure,doid:6000,original,1. The immediate reduction of blood pressure of patients in hypertensive crises. 2. Producing controlled hypotension in order to reduce bleeding during surgery. 3. The treatment of acute congestive heart failure.
Nitroprusside,15078-28-1,Nitroprusside,DB00325,intracranial berry aneurysm,doid:0060228,repositioned,Treatment and prevention of cerebral vasospasm following subarachnoid hemorrhage.
Omega-3 (n-3) polyunsaturated fatty acids,,,,IgA glomerulonephritis,doid:2986,repositioned,Treatment of IgA nephropathy.
Omegaven emulsion,,,,liver disease,doid:409,repositioned,Treatment of parenteral nutrition-associated liver disease
Oxaliplatin,61825-94-3,Oxaliplatin,DB00526,colon cancer,doid:219,original,"Used in combination with infusional 5-FU/LV, it is indicated for: 1. adjuvant treatment of stage III colon cancer in patients who have undergone complete resection of the primary tumor.  2. treatment of advanced colorectal cancer. "
Oxaliplatin,61825-94-3,Oxaliplatin,DB00526,colorectal cancer,doid:9256,original,"Used in combination with infusional 5-FU/LV, it is indicated for: 1. adjuvant treatment of stage III colon cancer in patients who have undergone complete resection of the primary tumor.  2. treatment of advanced colorectal cancer. "
Oxaliplatin,61825-94-3,Oxaliplatin,DB00526,ovarian cancer,doid:2394,repositioned,Treatment of ovarian cancer.
Oxandrolone,53-39-4,Oxandrolone,DB00621,**weight-gain**,,original,"As adjunctive therapy to promote weight gain after weight loss following extensive surgery, chronic infections, or severe trauma, and in some patients who without definite pathophysiologic reasons fail to gain or to maintain normal weight, to offset the protein catabolism associated with prolonged administration of corticosteroids, and for the relief of the bone pain frequently accompanying osteoporosis."
