CUI	SAB	CODE	STR
C4021778	HPO	HP:0001435	Abnormality of the shoulder girdle musculature
C4025777	HPO	HP:0001452	Autosomal dominant contiguous gene syndrome
C4025765	HPO	HP:0001472	Familial predisposition
C0233593	HPO	HP:0001483	Eye poking
C0266548	HPO	HP:0001492	Axenfeld anomaly
C1833734	HPO	HP:0001495	Carpal osteolysis
C0235991	HPO	HP:0001518	Small for gestational age
C1837795	HPO	HP:0001544	Prominent umbilicus
C0001622	HPO	HP:0001578	Hypercortisolism
C0581342	HPO	HP:0001582	Redundant skin
C0264303	HPO	HP:0001601	Laryngomalacia
C0751576	HPO	HP:0001604	Vocal cord paresis
C0039231	HPO	HP:0001649	Tachycardia
C0003507	HPO	HP:0001650	Aortic valve stenosis
C0428977	HPO	HP:0001662	Bradycardia
C1854347	HPO	HP:0001673	Tachycardia (with pheochromocytoma)
C1956346	HPO	HP:0001677	Coronary artery disease
C0151654	HPO	HP:0001685	Myocardial fibrosis
C4025755	HPO	HP:0001692	Primary atrial arrhythmia
C4025754	HPO	HP:0001697	Abnormality of the pericardium
C0013069	HPO	HP:0001719	Double outlet right ventricle
C1868151	HPO	HP:0001726	Increased prevalence of valvular disease
C0001339	HPO	HP:0001735	Acute pancreatitis
C0267963	HPO	HP:0001738	Exocrine pancreatic insufficiency
C0027429	HPO	HP:0001742	Nasal obstruction
C0265660	HPO	HP:0001770	Toe syndactyly
C0423807	HPO	HP:0001795	Hyperconvex nail
C1844555	HPO	HP:0001802	Absent toenail
C0423820	HPO	HP:0001807	Ridged nail
C1844825	HPO	HP:0001812	Hyperconvex fingernails
C0030578	HPO	HP:0001818	Paronychia
C1843112	HPO	HP:0001821	Broad nail
C4025745	HPO	HP:0001832	Abnormality of the metatarsal bones
C0240912	HPO	HP:0001838	Rocker bottom foot
C4025742	HPO	HP:0001862	Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet)
C1857953	HPO	HP:0001869	Deep plantar creases
C4025738	HPO	HP:0001879	Abnormality of eosinophils
C0002888	HPO	HP:0001889	Megaloblastic anemia
C1844374	HPO	HP:0001934	Persistent bleeding after trauma
C0001126	HPO	HP:0001947	Renal tubular acidosis
C1839541	HPO	HP:0001951	Episodic ammonia intoxication
C0011880	HPO	HP:0001953	Diabetic ketoacidosis
C1836752	HPO	HP:0001963	Abnormal speech discrimination
C0272375	HPO	HP:0001976	Reduced antithrombin III activity
C1846288	HPO	HP:0001988	Recurrent hypoglycemia
C0158986	HPO	HP:0001998	Neonatal hypoglycemia
C0027498	HPO	HP:0002017	Nausea and vomiting
C0014866	HPO	HP:0002043	Esophageal stricture
C0332615	HPO	HP:0002058	Myopathic facies
C4025729	HPO	HP:0002068	Neuromuscular dysphagia
C0750937	HPO	HP:0002070	Limb ataxia
C0393525	HPO	HP:0002073	Progressive cerebellar ataxia
C4021760	HPO	HP:0002088	Abnormality of the lung
C0004096	HPO	HP:0002099	Asthma
C4025726	HPO	HP:0002103	Abnormality of the pleura
C0003578	HPO	HP:0002104	Apnea
C3278923	HPO	HP:0002119	Ventriculomegaly
C0014553	HPO	HP:0002121	Absence seizures
C4021759	HPO	HP:0002123	Generalized myoclonic seizures
C0856863	HPO	HP:0002136	Broad-based gait
C0080218	HPO	HP:0002144	Tethered cord
C0151699	HPO	HP:0002170	Intracranial hemorrhage
C0085400	HPO	HP:0002185	Neurofibrillary tangles
C1859520	HPO	HP:0002191	Progressive spasticity
C1858574	HPO	HP:0002215	Sparse axillary hair
C1832348	HPO	HP:0002217	Slow-growing hair
C1836576	HPO	HP:0002218	Silver-gray hair
C0431448	HPO	HP:0002223	Absent eyebrow
C1836736	HPO	HP:0002227	White eyelashes
C0017181	HPO	HP:0002239	Gastrointestinal hemorrhage
C4025717	HPO	HP:0002244	Abnormality of the small intestine
C1837249	HPO	HP:0002269	Abnormality of neuronal migration
C0574769	HPO	HP:0002293	Alopecia of scalp
C0233844	HPO	HP:0002312	Clumsiness
C0042571	HPO	HP:0002321	Vertigo
C0233794	HPO	HP:0002354	Memory impairment
C1865412	HPO	HP:0002366	Abnormal lower motor neuron morphology
C0348023	HPO	HP:0002390	Spinal arteriovenous malformation
C1836696	HPO	HP:0002395	Lower limb hyperreflexia
C0151564	HPO	HP:0002396	Cogwheel rigidity
C1843505	HPO	HP:0002398	Degeneration of anterior horn cells
C0917804	HPO	HP:0002408	Cerebral arteriovenous malformation
C0025299	HPO	HP:0002435	Meningocele
C0342418	HPO	HP:0002444	Hypothalamic hamartoma
C3887640	HPO	HP:0002446	Astrocytosis
C1848207	HPO	HP:0002465	Poor speech
C1856507	HPO	HP:0002483	Bulbar signs
C1849156	HPO	HP:0002497	Spastic ataxia
C4025703	HPO	HP:0002504	Calcification of the small brain vessels
C1836843	HPO	HP:0002505	Progressive inability to walk
C0751617	HPO	HP:0002507	Semilobar holoprosencephaly
C0231712	HPO	HP:0002515	Waddling gait
C1836149	HPO	HP:0002530	Axial dystonia
C0028968	HPO	HP:0002542	Olivopontocerebellar atrophy
C1868571	HPO	HP:0002553	Highly arched eyebrow
C1838993	HPO	HP:0002572	Episodic vomiting
C0031154	HPO	HP:0002586	Peritonitis
C0030446	HPO	HP:0002590	Paralytic ileus
C0020505	HPO	HP:0002591	Polyphagia
C4025696	HPO	HP:0002601	Paresis of extensor muscles of the big toe
C0020649	HPO	HP:0002615	Hypotension
C0002940	HPO	HP:0002617	Aneurysm
C0241665	HPO	HP:0002624	Venous abnormality
C0554103	HPO	HP:0002630	Fat malabsorption
C1390474	HPO	HP:0002659	Increased susceptibility to fractures
C0239137	HPO	HP:0002673	Coxa valga
C4025691	HPO	HP:0002683	Abnormality of the calvaria
C4025690	HPO	HP:0002686	Prenatal maternal abnormality
C1857131	HPO	HP:0002689	Absent paranasal sinuses
C4025688	HPO	HP:0002693	Abnormality of the skull base
C4025686	HPO	HP:0002703	Abnormality of skull ossification
C0239998	HPO	HP:0002719	Recurrent infections
C0541764	HPO	HP:0002750	Delayed skeletal maturation
C0029443	HPO	HP:0002754	Osteomyelitis
C0016663	HPO	HP:0002756	Pathologic fracture
C0740852	HPO	HP:0002781	Upper airway obstruction
C0476408	HPO	HP:0002792	Reduced vital capacity
C0546964	HPO	HP:0002816	Genu recurvatum
C3277120	HPO	HP:0002822	Hyperplasia of the femoral trochanters
C0003862	HPO	HP:0002829	Arthralgia
C1843663	HPO	HP:0002839	Urinary bladder sphincter dysfunction
C1858971	HPO	HP:0002845	Increased number of peripheral CD3+ T cells
C1858973	HPO	HP:0002851	Increased number of CD4-/CD8- T cells expressing alpha/beta T-cell receptors
C0238462	HPO	HP:0002865	Medullary thyroid carcinoma
C0013404	HPO	HP:0002880	Respiratory difficulties
C0027654	HPO	HP:0002898	Embryonal neoplasm
C0268307	HPO	HP:0002908	Conjugated hyperbilirubinemia
C0019326	HPO	HP:0002933	Ventral hernia
C0263870	HPO	HP:0002945	Intervertebral space narrowing
C1842528	HPO	HP:0002959	Impaired Ig class switch recombination
C0004364	HPO	HP:0002960	Autoimmunity
C4025662	HPO	HP:0002997	Abnormality of the ulna
C0678222	HPO	HP:0003002	Breast carcinoma
C0027819	HPO	HP:0003006	Neuroblastoma
C1838663	HPO	HP:0003020	Enlargement of the wrists
C1860614	HPO	HP:0003022	Hypoplasia of the ulna
C4021743	HPO	HP:0003045	Abnormality of the patella
C1844690	HPO	HP:0003066	Limited knee extension
C0409477	HPO	HP:0003070	Elbow ankylosis
C0410266	HPO	HP:0003089	Hamstring contractures
C1864298	HPO	HP:0003099	Fibular overgrowth
C4021741	HPO	HP:0003103	Abnormal cortical bone morphology
C4025653	HPO	HP:0003112	Abnormality of serum amino acid levels
C0085680	HPO	HP:0003113	Hypochloremia
C4025651	HPO	HP:0003118	Increased circulating cortisol level
C4025649	HPO	HP:0003125	Reduced factor VIII activity
C4025645	HPO	HP:0003142	Excessive purine production
C0151718	HPO	HP:0003146	Hypocholesterolemia
C1839866	HPO	HP:0003148	Elevated serum acid phosphatase
C0220993	HPO	HP:0003153	Cystathioninuria
C2749688	HPO	HP:0003160	Abnormal isoelectric focusing of serum transferrin
C1848702	HPO	HP:0003163	Elevated urinary delta-aminolevulinic acid
C3495558	HPO	HP:0003167	Carnosinuria
C0685661	HPO	HP:0003174	Abnormality of the ischium
C1866689	HPO	HP:0003185	Short sacroiliac notch
C4025640	HPO	HP:0003213	Deficient excision of UV-induced pyrimidine dimers in DNA
C4025639	HPO	HP:0003214	Prolonged G2 phase of cell cycle
C1856432	HPO	HP:0003215	Dicarboxylic aciduria
C0473527	HPO	HP:0003233	Hypoalphalipoproteinemia
C1858977	HPO	HP:0003237	Increased IgG level
C1691215	HPO	HP:0003244	Penile hypospadias
C0268531	HPO	HP:0003260	Hydroxyprolinemia
C1854785	HPO	HP:0003277	Constricted iliac wings
C0268618	HPO	HP:0003286	Cystathioninemia
C4021734	HPO	HP:0003287	Abnormality of mitochondrial metabolism
C0038016	HPO	HP:0003302	Spondylolisthesis
C0038018	HPO	HP:0003304	Spondylolysis
C1846798	HPO	HP:0003308	Cervical subluxation
C3277126	HPO	HP:0003332	Absent primary metaphyseal spongiosa
C0268579	HPO	HP:0003353	Propionyl-CoA carboxylase deficiency
C1857652	HPO	HP:0003357	Thymic hormone decreased
C1968790	HPO	HP:0003378	Axonal degeneration/regeneration
C1858285	HPO	HP:0003380	Decreased number of peripheral myelinated nerve fibers
C0026821	HPO	HP:0003394	Muscle cramps
C1849030	HPO	HP:0003421	Platyspondyly (childhood)
C4025616	HPO	HP:0003429	CNS hypomyelination
C1832279	HPO	HP:0003435	Cold-induced hand cramps
C1861675	HPO	HP:0003449	Cold-induced muscle cramps
C1858981	HPO	HP:0003453	Antineutrophil antibody positivity
C1864105	HPO	HP:0003456	Low urinary cyclic AMP response to PTH administration
C4025612	HPO	HP:0003459	Polyclonal elevation of IgM
C1840014	HPO	HP:0003465	Elevated 8(9)-cholestenol
C1968855	HPO	HP:0003466	Paradoxical increased cortisol secretion on dexamethasone suppression test
C4025610	HPO	HP:0003469	Peripheral dysmyelination
C1263857	HPO	HP:0003477	Peripheral axonal neuropathy
C3150077	HPO	HP:0003502	Mild short stature
C3696376	HPO	HP:0003535	3-Methylglutaconic aciduria
C0427063	HPO	HP:0003547	Shoulder girdle muscle weakness
C4025597	HPO	HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria
C1853562	HPO	HP:0003581	Adult onset
C1835008	HPO	HP:0003610	Fibroblast metachromasia
C1837764	HPO	HP:0003635	Loss of subcutaneous adipose tissue in limbs
C4025583	HPO	HP:0003653	Cellular metachromasia
C4025582	HPO	HP:0003654	Reduced dihydropyrimidine dehydrogenase activity
C1847766	HPO	HP:0003724	Shoulder girdle muscle atrophy
C4025574	HPO	HP:0003744	Genetic anticipation with paternal anticipation bias
C0427064	HPO	HP:0003749	Pelvic girdle muscle weakness
C4025570	HPO	HP:0003759	Hypoplasia of lymphatic vessels
C4025568	HPO	HP:0003787	Type 1 and type 2 muscle fiber minicore regions
C1853934	HPO	HP:0003791	Deposits immunoreactive to beta-amyloid protein
C1842552	HPO	HP:0003797	Limb-girdle muscle atrophy
C1868549	HPO	HP:0003799	Marked delay in bone age
C1843392	HPO	HP:0003819	Death in childhood
C4025556	HPO	HP:0003844	Small epiphyses of the upper limbs
C4020913	HPO	HP:0003846	Wide epiphyseal plates of the upper limbs
C4025548	HPO	HP:0003859	Cortical diaphyseal thickening of the upper limbs
C4025538	HPO	HP:0003872	Exostoses (humeral)
C4021851	HPO	HP:0003882	Slender humerus
C4025528	HPO	HP:0003887	Abnormality of the humeral heads
C3808869	HPO	HP:0003888	Flattened humeral heads
C4025521	HPO	HP:0003899	Round humeral epiphyses
C4021711	HPO	HP:0003902	Epiphyseal stippling of the humerus
C4025513	HPO	HP:0003914	Irregular ossification of humeral metaphyses
C4025511	HPO	HP:0003916	Normal-density transverse bands (humerus)
C4025497	HPO	HP:0003932	Sclerotic foci of humeral diaphysis
C4025481	HPO	HP:0003956	Bowed forearm bones
C4025464	HPO	HP:0003985	Exostoses of the ulna
C0041601	HPO	HP:0003987	Fractured ulna
C4021696	HPO	HP:0003995	Abnormality of the radial head
C4025458	HPO	HP:0003998	Constricted radial neck
C4025454	HPO	HP:0004003	Medially flattened radial epiphyses
C4025453	HPO	HP:0004004	Irregular radial epiphyses
C4025448	HPO	HP:0004009	Medially sloping radial epiphyses
C4025437	HPO	HP:0004023	Sloping radial metaphysis
C4025436	HPO	HP:0004024	Medially sloping radial metaphysis
C4025426	HPO	HP:0004036	Long styloid process of ulna
C0265552	HPO	HP:0004099	Macrodactyly
C1863349	HPO	HP:0004132	Dimple on nasal tip
C4021674	HPO	HP:0004223	Ivory epiphysis of the distal phalanx of the 5th finger
C4021673	HPO	HP:0004225	Abnormality of the distal phalanx of the 5th finger
C4025401	HPO	HP:0004236	Irregular carpal bones
C4025383	HPO	HP:0004263	Large capitate bone
C4021666	HPO	HP:0004264	Narrow carpal joint spaces
C4025365	HPO	HP:0004291	Stippled calcification of hand bones
C0940767	HPO	HP:0004297	Abnormality of the biliary system
C0349588	HPO	HP:0004322	Short stature
C0427546	HPO	HP:0004332	Abnormality of lymphocytes
C4025346	HPO	HP:0004352	Abnormality of purine metabolism
C4025342	HPO	HP:0004356	Abnormality of lysosomal metabolism
C4025331	HPO	HP:0004369	Decreased purine levels
C0428791	HPO	HP:0004380	Aortic valve calcification
C1855513	HPO	HP:0004405	Prominent nipples
C2364082	HPO	HP:0004409	Hyposmia
C1868598	HPO	HP:0004423	Cranium bifidum occultum
C0020494	HPO	HP:0004438	Hyperostosis frontalis interna
C2676973	HPO	HP:0004458	Dilatated internal auditory canal
C0155411	HPO	HP:0004459	Exostosis of the external auditory canal
C4025318	HPO	HP:0004499	Chronic rhinitis due to narrow nasal airway
C4025314	HPO	HP:0004529	Atrophic, patchy alopecia
C1838123	HPO	HP:0004535	Anterior cervical hypertrichosis
C1847394	HPO	HP:0004575	Fusion of midcervical facet joints
C4025311	HPO	HP:0004582	Irregularity of vertebral bodies
C1859458	HPO	HP:0004616	Cleft vertebral arch
C4025303	HPO	HP:0004621	Enlarged vertebral pedicles
C1837670	HPO	HP:0004622	Progressive intervertebral space narrowing
C1859692	HPO	HP:0004637	Decreased cervical spine mobility
C4021651	HPO	HP:0004646	Hypoplasia of the nasal bone
C1859438	HPO	HP:0004661	Frontalis muscle weakness
C1859116	HPO	HP:0004679	Large tarsal bones
C1832342	HPO	HP:0004696	Talipes cavus equinovarus
C1865877	HPO	HP:0004734	Renal cortical microcysts
C0042514	HPO	HP:0004756	Ventricular tachycardia
C2676505	HPO	HP:0004761	Post-angioplasty coronary artery restenosis
C0030590	HPO	HP:0004763	Paroxysmal supraventricular tachycardia
C0022951	HPO	HP:0004789	Lactose intolerance
C4025290	HPO	HP:0004799	Jejunoileal diverticula
C0023479	HPO	HP:0004820	Acute myelomonocytic leukemia
C2675920	HPO	HP:0004823	Anisopoikilocytosis
C4021647	HPO	HP:0004825	Increased hemoglobin oxygen affinity
C4025285	HPO	HP:0004835	Microspherocytosis
C0271901	HPO	HP:0004840	Hypochromic microcytic anemia
C4025282	HPO	HP:0004866	Impaired ADP-induced platelet aggregation
C1387532	HPO	HP:0004870	Chronic hemolytic anemia
C1844946	HPO	HP:0004881	Episodic hypoventilation
C1839436	HPO	HP:0004900	Severe lactic acidosis
C4025276	HPO	HP:0004902	Congenital lactic acidosis
C1858626	HPO	HP:0004910	Bicarbonate-wasting renal tubular acidosis
C4025271	HPO	HP:0004930	Abnormality of the pulmonary vasculature
C0155676	HPO	HP:0004937	Pulmonary artery aneurysm
C3552526	HPO	HP:0004979	Metaphyseal sclerosis
C1969178	HPO	HP:0004987	Mesomelic leg shortening
C1862087	HPO	HP:0005011	Mesomelic arm shortening
C4025257	HPO	HP:0005035	Shortening of all phalanges of the toes
C1866700	HPO	HP:0005042	Irregular, rachitic-like metaphyses
C1865128	HPO	HP:0005043	Proximal humeral metaphyseal irregularity
C1865570	HPO	HP:0005070	Proximal radial head dislocation
C1840375	HPO	HP:0005117	Elevated diastolic blood pressure
C1855901	HPO	HP:0005129	Congenital hypertrophy of left ventricle
C1845019	HPO	HP:0005144	Left ventricular septal hypertrophy
C1856483	HPO	HP:0005146	Cardiac valve calcification
C1860165	HPO	HP:0005148	Pulmonary valve defects
C1866206	HPO	HP:0005164	Dysplastic pulmonary valve
C1856481	HPO	HP:0005173	Calcific aortic valve stenosis
C0344987	HPO	HP:0005182	Bicuspid pulmonary valve
C1850328	HPO	HP:0005223	Duplicated colon
C0149770	HPO	HP:0005224	Rectal abscess
C1142262	HPO	HP:0005225	Intestinal edema
C0400979	HPO	HP:0005230	Biliary tract obstruction
C4025225	HPO	HP:0005262	Abnormality of the synovia
C1844731	HPO	HP:0005278	Hypoplastic nasal tip
C0016052	HPO	HP:0005313	Arterial fibromuscular dysplasia
C1856886	HPO	HP:0005326	Hypoplastic philtrum
C1969673	HPO	HP:0005336	Forehead hyperpigmentation
C4025212	HPO	HP:0005341	Autonomic bladder dysfunction
C4025210	HPO	HP:0005345	Abnormality of the vena cava
C4025209	HPO	HP:0005346	Abnormal facial expression
C0685894	HPO	HP:0005359	Aplasia of the thymus
C1849242	HPO	HP:0005372	Abnormality of B cell physiology
C1835686	HPO	HP:0005406	Recurrent bacterial skin infections
C4021636	HPO	HP:0005416	Decreased serum complement factor B
C1837512	HPO	HP:0005421	Decreased serum complement C3
C1857501	HPO	HP:0005465	Facial hyperostosis
C1854417	HPO	HP:0005490	Postnatal macrocephaly
C1839126	HPO	HP:0005494	Premature posterior fontanelle closure
C4025182	HPO	HP:0005535	Exercise-induced hemolysis
C1096368	HPO	HP:0005537	Decreased mean platelet volume
C0398625	HPO	HP:0005543	Reduced protein C activity
C1858312	HPO	HP:0005548	Megakaryocytopenia
C1279296	HPO	HP:0005558	Chronic leukemia
C4021634	HPO	HP:0005561	Abnormality of bone marrow cell morphology
C4025176	HPO	HP:0005574	Non-acidotic proximal tubulopathy
C1968618	HPO	HP:0005583	Tubular basement membrane disintegration
C3806178	HPO	HP:0005590	Spotty hypopigmentation
C3806415	HPO	HP:0005603	Numerous congenital melanocytic nevi
C3805692	HPO	HP:0005606	Hyperpigmented nevi and streak
C4021830	HPO	HP:0005617	Bilateral camptodactyly
C1856877	HPO	HP:0005639	Hyperextensible hand joints
C4025166	HPO	HP:0005648	Bilateral ulnar hypoplasia
C0013312	HPO	HP:0005679	Dupuytren contracture
C3152021	HPO	HP:0005694	Partial fusion of proximal row of carpal bones
C4025143	HPO	HP:0005747	Easily subluxated first metacarpophalangeal joints
C4025141	HPO	HP:0005759	Small flat posterior fossa
C4025137	HPO	HP:0005776	Carpal bone malsegmentation
C4025133	HPO	HP:0005791	Cortical thickening of long bone diaphyses
C4025128	HPO	HP:0005825	Mixed sclerosis of humeral metaphyses
C4025127	HPO	HP:0005833	Joint swelling onset late infancy
C4025124	HPO	HP:0005852	Limited elbow extension and supination
C4025122	HPO	HP:0005866	Opposable triphalangeal thumb
C4025120	HPO	HP:0005875	Increased dermatoglyphic whorls
C4025116	HPO	HP:0005882	Dermatoglyphic variants
C4025112	HPO	HP:0005894	Double first metacarpals
C0410422	HPO	HP:0005901	Chronic recurrent multifocal osteomyelitis
C4025101	HPO	HP:0005934	Imperfect vocal cord adduction
C3808046	HPO	HP:0005957	Breathing dysregulation
C1859860	HPO	HP:0005974	Episodic ketoacidosis
C1855185	HPO	HP:0006009	Broad phalanx
C4025093	HPO	HP:0006011	Cuboidal metacarpal
C1850159	HPO	HP:0006012	Widened metacarpal shaft
C1840089	HPO	HP:0006064	Limited interphalangeal movement
C0574974	HPO	HP:0006094	Finger joint hypermobility
C1835101	HPO	HP:0006095	Wide tufts of distal phalanges
C1856912	HPO	HP:0006110	Shortening of all middle phalanges of the fingers
C1861872	HPO	HP:0006114	Multiple palmar creases
C1862133	HPO	HP:0006135	Decreased finger mobility
C2675549	HPO	HP:0006153	Disharmonious carpal bone
C1854913	HPO	HP:0006162	Soft tissue swelling of interphalangeal joints
C4025083	HPO	HP:0006193	Thimble-shaped middle phalanges of hand
C4025077	HPO	HP:0006236	Slender metacarpals
C0235971	HPO	HP:0006254	Elevated alpha-fetoprotein
C1851733	HPO	HP:0006277	Pancreatic hyperplasia
C1863008	HPO	HP:0006286	Yellow-brown discoloration of the teeth
C0266054	HPO	HP:0006288	Advanced eruption of teeth
C1859363	HPO	HP:0006292	Abnormality of dental eruption
C0011351	HPO	HP:0006297	Hypoplasia of dental enamel
C4025063	HPO	HP:0006330	Rotated maxillary central incisors
C4025062	HPO	HP:0006332	Supernumerary maxillary incisor
C4021601	HPO	HP:0006337	Premature eruption of permanent teeth
C1856203	HPO	HP:0006347	Microdontia of primary teeth
C4025057	HPO	HP:0006350	Obliteration of the pulp chamber
C1969738	HPO	HP:0006357	Premature loss of permanent teeth
C1833168	HPO	HP:0006358	Shovel-shaped maxillary central incisors
C1859524	HPO	HP:0006366	Adductor longus contractures
C4025052	HPO	HP:0006375	Dumbbell-shaped femur
C0409355	HPO	HP:0006380	Knee flexion contracture
C0426901	HPO	HP:0006385	Short lower limbs
C4025050	HPO	HP:0006407	Irregular distal femoral epiphysis
C4025048	HPO	HP:0006424	Elongated radius
C4025046	HPO	HP:0006433	Dysplastic radii
C1855277	HPO	HP:0006436	Shortening of the tibia
C1850145	HPO	HP:0006449	Distal radial epiphyseal osteolysis
C0149887	HPO	HP:0006461	Proximal femoral epiphysiolysis
C1859449	HPO	HP:0006470	Thin long bone diaphyses
C4025025	HPO	HP:0006533	Bronchodysplasia
C2169795	HPO	HP:0006538	Recurrent bronchopulmonary infections
C0600228	HPO	HP:0006543	Cardiorespiratory arrest
