orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
Orphanet:343	Hyperimmunoglobulinemia D with periodic fever	16491	123588	mevalonate kinase	gene with protein product	MVK	Disease-causing germline mutation(s) in	Assessed
Orphanet:1930	Herpes simplex encephalitis	15695	120419	unc-93 homolog B1 (C. elegans)	gene with protein product	UNC93B1	Major susceptibility factor in	Assessed
Orphanet:1930	Herpes simplex encephalitis	17715	167875	toll like receptor 3	gene with protein product	TLR3	Major susceptibility factor in	Assessed
Orphanet:1930	Herpes simplex encephalitis	20818	292419	toll like receptor adaptor molecule 1	gene with protein product	TICAM1	Major susceptibility factor in	Assessed
Orphanet:1930	Herpes simplex encephalitis	20819	292425	TNF receptor associated factor 3	gene with protein product	TRAF3	Major susceptibility factor in	Assessed
Orphanet:1930	Herpes simplex encephalitis	21615	318865	TANK binding kinase 1	gene with protein product	TBK1	Major susceptibility factor in	Assessed
Orphanet:2056	Essential fructosuria	16300	122829	ketohexokinase	gene with protein product	KHK	Disease-causing germline mutation(s) in	Assessed
Orphanet:206436	Infantile Krabbe disease	15159	118095	prosaposin	gene with protein product	PSAP	Disease-causing germline mutation(s) in	Assessed
Orphanet:206436	Infantile Krabbe disease	16092	121995	galactosylceramidase	gene with protein product	GALC	Disease-causing germline mutation(s) in	Assessed
Orphanet:832	Succinyl-CoA:3-ketoacid CoA transferase deficiency	16600	124042	3-oxoacid CoA-transferase 1	gene with protein product	OXCT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:20	3-hydroxy-3-methylglutaric aciduria	16207	122447	3-hydroxymethyl-3-methylglutaryl-CoA lyase	gene with protein product	HMGCL	Disease-causing germline mutation(s) in	Assessed
Orphanet:714	Hemolytic anemia due to diphosphoglycerate mutase deficiency	15375	119064	bisphosphoglycerate mutase	gene with protein product	BPGM	Disease-causing germline mutation(s) in	Assessed
Orphanet:712	Hemolytic anemia due to glucophosphate isomerase deficiency	16162	122259	glucose-6-phosphate isomerase	gene with protein product	GPI	Disease-causing germline mutation(s) in	Assessed
Orphanet:206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	15876	121117	dystrophin	gene with protein product	DMD	Disease-causing germline mutation(s) in	Assessed
Orphanet:206580	Autosomal recessive lower motor neuron disease with childhood onset	17719	167889	pleckstrin homology and RhoGEF domain containing G5	gene with protein product	PLEKHG5	Disease-causing germline mutation(s) in	Assessed
Orphanet:206443	Late-infantile/juvenile Krabbe disease	16092	121995	galactosylceramidase	gene with protein product	GALC	Disease-causing germline mutation(s) in	Assessed
Orphanet:206448	Adult Krabbe disease	16092	121995	galactosylceramidase	gene with protein product	GALC	Disease-causing germline mutation(s) in	Assessed
Orphanet:2680	Hypomyelination neuropathy-arthrogryposis syndrome	22907	403662	contactin associated protein 1	gene with protein product	CNTNAP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:2680	Hypomyelination neuropathy-arthrogryposis syndrome	22908	403669	adenylate cyclase 6	gene with protein product	ADCY6	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	15145	118039	prokineticin 2	gene with protein product	PROK2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	15146	118044	prokineticin receptor 2	gene with protein product	PROKR2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	15443	119389	chromodomain helicase DNA binding protein 7	gene with protein product	CHD7	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	15538	119786	SRY-box 10	gene with protein product	SOX10	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	16046	121802	fibroblast growth factor receptor 1	gene with protein product	FGFR1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	16192	122398	HESX homeobox 1	gene with protein product	HESX1	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	16284	122751	anosmin 1	gene with protein product	ANOS1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	16307	122857	KISS1 receptor	gene with protein product	KISS1R	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	16538	123757	NMDA receptor synaptonuclear signaling and neuronal migration factor	gene with protein product	NSMF	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	17965	173149	fibroblast growth factor 8	gene with protein product	FGF8	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	18061	178819	tachykinin receptor 3	gene with protein product	TACR3	Disease-causing germline mutation(s) in	Not yet assessed
Orphanet:478	Kallmann syndrome	19489	244406	WD repeat domain 11	gene with protein product	WDR11	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	20546	281487	heparan sulfate 6-O-sulfotransferase 1	gene with protein product	HS6ST1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	20912	294689	semaphorin 3A	gene with protein product	SEMA3A	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:478	Kallmann syndrome	22156	353734	interleukin 17 receptor D	gene with protein product	IL17RD	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	22157	353741	fibroblast growth factor 17	gene with protein product	FGF17	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	22158	353744	dual specificity phosphatase 6	gene with protein product	DUSP6	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	22159	353749	sprouty RTK signaling antagonist 4	gene with protein product	SPRY4	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	22160	353751	fibronectin leucine rich transmembrane protein 3	gene with protein product	FLRT3	Disease-causing germline mutation(s) in	Assessed
Orphanet:478	Kallmann syndrome	23006	410849	FEZ family zinc finger 1	gene with protein product	FEZF1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:229	Familial aortic dissection	16496	123606	myosin heavy chain 11	gene with protein product	MYH11	Candidate gene tested in	Not yet assessed
Orphanet:766	Hemolytic anemia due to red cell pyruvate kinase deficiency	15101	117861	pyruvate kinase, liver and RBC	gene with protein product	PKLR	Disease-causing germline mutation(s) in	Assessed
Orphanet:3206	Stüve-Wiedemann syndrome	16356	123055	leukemia inhibitory factor receptor alpha	gene with protein product	LIFR	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:206583	Adult polyglucosan body disease	16107	122043	1,4-alpha-glucan branching enzyme 1	gene with protein product	GBE1	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15193	118246	retinal degeneration 3	gene with protein product	RD3	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15194	118250	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	gene with protein product	RDH12	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:65	Leber congenital amaurosis	15225	118376	RPE65, retinoid isomerohydrolase	gene with protein product	RPE65	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15227	118388	retinitis pigmentosa GTPase regulator interacting protein 1	gene with protein product	RPGRIP1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:65	Leber congenital amaurosis	15433	119343	centrosomal protein 290	gene with protein product	CEP290	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15480	119559	aryl hydrocarbon receptor interacting protein like 1	gene with protein product	AIPL1	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15675	120341	tubby like protein 1	gene with protein product	TULP1	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15798	120803	crumbs 1, cell polarity complex component	gene with protein product	CRB1	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	15803	120822	cone-rod homeobox	gene with protein product	CRX	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	16178	122340	guanylate cyclase 2D, retinal	gene with protein product	GUCY2D	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:65	Leber congenital amaurosis	16259	122649	inosine monophosphate dehydrogenase 1	gene with protein product	IMPDH1	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	16265	122670	IQ motif containing B1	gene with protein product	IQCB1	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:65	Leber congenital amaurosis	16982	140526	LCA5, lebercilin	gene with protein product	LCA5	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	17388	159740	potassium voltage-gated channel subfamily J member 13	gene with protein product	KCNJ13	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	17754	168360	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	gene with protein product	LRAT	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	18063	178826	spermatogenesis associated 7	gene with protein product	SPATA7	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	18660	209481	growth differentiation factor 6	gene with protein product	GDF6	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	21155	302892	intraflagellar transport 140	gene with protein product	IFT140	Disease-causing germline mutation(s) in	Assessed
Orphanet:65	Leber congenital amaurosis	21417	310793	nicotinamide nucleotide adenylyltransferase 1	gene with protein product	NMNAT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:321	Multiple osteochondromas	16004	121645	exostosin glycosyltransferase 1	gene with protein product	EXT1	Disease-causing germline mutation(s) in	Assessed
Orphanet:321	Multiple osteochondromas	16005	121648	exostosin glycosyltransferase 2	gene with protein product	EXT2	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3095	Atypical Rett syndrome	15424	119297	cyclin dependent kinase like 5	gene with protein product	CDKL5	Disease-causing germline mutation(s) in	Assessed
Orphanet:3095	Atypical Rett syndrome	16388	123186	methyl-CpG binding protein 2	gene with protein product	MECP2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3095	Atypical Rett syndrome	17713	167854	forkhead box G1	gene with protein product	FOXG1	Disease-causing germline mutation(s) in	Assessed
Orphanet:3095	Atypical Rett syndrome	18077	179408	netrin G1	gene with protein product	NTNG1	Disease-causing germline mutation(s) in	Assessed
Orphanet:1114	Aplasia cutis congenita	22230	357791	BMS1, ribosome biogenesis factor	gene with protein product	BMS1	Disease-causing germline mutation(s) in	Assessed
Orphanet:1114	Aplasia cutis congenita	23372	438271	delta like canonical Notch ligand 4	gene with protein product	DLL4	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:3051	Intellectual disability-sparse hair-brachydactyly syndrome	20810	292297	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	gene with protein product	SMARCA2	Disease-causing germline mutation(s) in	Assessed
Orphanet:3051	Intellectual disability-sparse hair-brachydactyly syndrome	20833	293095	AT-rich interaction domain 1B	gene with protein product	ARID1B	Disease-causing germline mutation(s) in	Assessed
Orphanet:208441	Bilateral parasagittal parieto-occipital polymicrogyria	17288	159207	FIG4 phosphoinositide 5-phosphatase	gene with protein product	FIG4	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:1541	Craniosynostosis, Boston type	16469	123500	msh homeobox 2	gene with protein product	MSX2	Disease-causing germline mutation(s) in	Assessed
Orphanet:209335	Adult-onset proximal spinal muscular atrophy, autosomal dominant	15704	120453	VAMP associated protein B and C	gene with protein product	VAPB	Disease-causing germline mutation(s) in	Assessed
Orphanet:209341	Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures	20586	284237	dynein cytoplasmic 1 heavy chain 1	gene with protein product	DYNC1H1	Disease-causing germline mutation(s) in	Assessed
Orphanet:210110	Intermediate osteopetrosis	15460	119462	chloride voltage-gated channel 7	gene with protein product	CLCN7	Disease-causing germline mutation(s) in	Assessed
Orphanet:210110	Intermediate osteopetrosis	18734	212898	pleckstrin homology and RUN domain containing M1	gene with protein product	PLEKHM1	Disease-causing germline mutation(s) in	Assessed
Orphanet:210115	Sterile multifocal osteomyelitis with periostitis and pustulosis	18735	212902	interleukin 1 receptor antagonist	gene with protein product	IL1RN	Disease-causing germline mutation(s) in	Assessed
Orphanet:209981	IRIDA syndrome	16926	139780	transmembrane protease, serine 6	gene with protein product	TMPRSS6	Disease-causing germline mutation(s) (loss of function) in	Assessed
Orphanet:210122	Congenital alveolar capillary dysplasia	18736	212909	forkhead box F1	gene with protein product	FOXF1	Disease-causing germline mutation(s) in	Assessed
Orphanet:210128	Urocanic aciduria	18737	212917	urocanate hydratase 1	gene with protein product	UROC1	Disease-causing germline mutation(s) in	Assessed
