hp_code	hp_term	mesh_code	mesh_term
HP:0006687	Aortic tortuosity	NA	NA
HP:0011195	EEG with focal sharp slow waves	NA	NA
HP:0001339	Lissencephaly	NA	NA
HP:0011750	Neoplasm of the anterior pituitary	NA	NA
HP:0001101	Iritis	D007500	Iritides
HP:0004440	Coronal craniosynostosis	NA	NA
HP:0004943	Accelerated atherosclerosis	NA	NA
HP:0005464	Craniofacial osteosclerosis	NA	NA
HP:0001857	Short distal phalanx of toe	NA	NA
HP:0100785	Insomnia	NA	NA
HP:0003070	Elbow ankylosis	NA	NA
HP:0001741	Phimosis	NA	NA
HP:0100738	Abnormal eating behavior	NA	NA
HP:0003137	Prolinuria	NA	NA
HP:0006808	Cerebral hypomyelination	NA	NA
HP:0002869	Flared iliac wings	NA	NA
HP:0001991	Aplasia/Hypoplasia of toe	NA	NA
HP:0009882	Short distal phalanx of finger	NA	NA
HP:0012569	Delayed menarche	NA	NA
HP:0002588	Duodenal ulcer	NA	NA
HP:0002563	Constrictive pericarditis	NA	NA
HP:0007818	Central heterochromia	NA	NA
HP:0000413	Atresia of the external auditory canal	NA	NA
HP:0007917	Tractional retinal detachment	NA	NA
HP:0007437	Multiple cutaneous leiomyomas	C535516	Hereditary leiomyomatosis and renal cell cancer
HP:0012245	Sex reversal	NA	NA
HP:0000735	Impaired social interactions	D000067404	Communication Disorder, Pragmatic
HP:0430005	Abnormality of ethmoid bone	NA	NA
HP:0012252	Abnormal respiratory system morphology	NA	NA
HP:0002127	Abnormal upper motor neuron morphology	NA	NA
HP:0000737	Irritability	NA	NA
HP:0002904	Hyperbilirubinemia	NA	NA
HP:0007651	Ectropion of lower eyelids	NA	NA
HP:0002514	Cerebral calcification	NA	NA
HP:0012854	Midshaft hypospadias	NA	NA
HP:0010648	Dermal translucency	NA	NA
HP:0010450	Esophageal stenosis	D004940	Stricture, Esophageal
HP:0007087	Involuntary jerking movements	NA	NA
HP:0002091	Restrictive lung disease	NA	NA
HP:0000369	Low-set ears	NA	NA
HP:0009023	Abdominal wall muscle weakness	NA	NA
HP:0002088	Abnormality of lung morphology	NA	NA
HP:0012557	EEG with centrotemporal focal spike waves	NA	NA
HP:0006775	Multiple myeloma	NA	NA
HP:0003607	4-Hydroxyphenylacetic aciduria	C535315	4-hydroxyphenylacetic aciduria
HP:0011962	Obstructive azoospermia	NA	NA
HP:0000691	Microdontia	NA	NA
HP:0007663	Reduced visual acuity	NA	NA
HP:0006889	Intellectual disability, borderline	NA	NA
HP:0001297	Stroke	NA	NA
HP:0004237	Large carpal bones	NA	NA
HP:0003031	Ulnar bowing	NA	NA
HP:0011098	Speech apraxia	NA	NA
HP:0012881	Abnormality of the labia majora	NA	NA
HP:0002529	Neuronal loss in central nervous system	NA	NA
HP:0000544	External ophthalmoplegia	NA	NA
HP:0100790	Hernia	NA	NA
HP:0007129	Cerebellar medulloblastoma	NA	NA
HP:0000202	Oral cleft	NA	NA
HP:0002267	Exaggerated startle response	NA	NA
HP:0011431	Fetal fifth finger clinodactyly	NA	NA
HP:0008675	Enlarged polycystic ovaries	NA	NA
HP:0005643	Short 3rd toe	NA	NA
HP:0000627	Posterior embryotoxon	NA	NA
HP:0004602	Cervical vertebral fusion (C2/C3)	D007714	Syndrome, Klippel-Feil
HP:0100879	Enlarged ovaries	NA	NA
HP:0009593	Peripheral Schwannoma	NA	NA
HP:0000053	Macroorchidism	NA	NA
HP:0012081	Enlarged cerebellum	NA	NA
HP:0010636	Schizencephaly	D065707	Schizencephalic Clefts
HP:0002867	Abnormality of the ilium	NA	NA
HP:0001177	Preaxial hand polydactyly	C536332	Polydactyly preaxial type 1
HP:0100765	Abnormality of the tonsils	NA	NA
HP:0011120	Concave nasal ridge	NA	NA
HP:0000378	Cupped ear	NA	NA
HP:0002188	Delayed CNS myelination	NA	NA
HP:0006443	Patellar aplasia	NA	NA
HP:0003370	Flat capital femoral epiphysis	NA	NA
HP:0008994	Proximal muscle weakness in lower limbs	NA	NA
HP:0100718	Uterine rupture	D014597	Uterine Ruptures
HP:0000526	Aniridia	D015783	Aniridia
HP:0006297	Hypoplasia of dental enamel	NA	NA
HP:0000064	Hypoplastic labia minora	NA	NA
HP:0012451	Acute constipation	NA	NA
HP:0010281	Cleft lower lip	NA	NA
HP:0000486	Strabismus	NA	NA
HP:0009896	Abnormality of the antitragus	NA	NA
HP:0030688	Increased glucagon level	NA	NA
HP:0012858	Decreased scrotal rugation	NA	NA
HP:0002193	Pseudobulbar behavioral symptoms	NA	NA
HP:0002918	Hypermagnesemia	NA	NA
HP:0002997	Abnormality of the ulna	NA	NA
HP:0001773	Short foot	NA	NA
HP:0003391	Gowers sign	NA	NA
HP:0002857	Genu valgum	D056304	Knees, Knock
HP:0011786	Thyrotoxicosis with toxic single thyroid nodule	NA	NA
HP:0000238	Hydrocephalus	NA	NA
HP:0100585	Teleangiectasia of the skin	NA	NA
HP:0002373	Febrile seizures	NA	NA
HP:0005696	Postaxial polydactyly type A	NA	NA
HP:0000388	Otitis media	D010033	Inflammation, Middle Ear
HP:0000211	Trismus	NA	NA
HP:0002875	Exertional dyspnea	NA	NA
HP:0008940	Generalized lymphadenopathy	NA	NA
HP:0000131	Uterine leiomyoma	NA	NA
HP:0010610	Palmar pits	NA	NA
HP:0100806	Sepsis	NA	NA
HP:0100264	Proximal symphalangism	C536223	Cushing's symphalangism
HP:0010105	Short first metatarsal	NA	NA
HP:0000811	Abnormal external genitalia	NA	NA
HP:0011167	Focal tonic seizures	NA	NA
HP:0010297	Bifid tongue	NA	NA
HP:0006247	Enlarged interphalangeal joints	NA	NA
HP:0002307	Drooling	D012798	Drooling
HP:0005173	Calcific aortic valve stenosis	NA	NA
HP:0004490	Calvarial hyperostosis	C537963	Calvarial hyperostosis
HP:0002697	Parietal foramina	NA	NA
HP:0008278	Cerebellar cortical atrophy	NA	NA
HP:0011508	Macular hole	NA	NA
HP:0001993	Ketoacidosis	NA	NA
HP:0001163	Abnormality of the metacarpal bones	NA	NA
HP:0005274	Prominent nasal tip	NA	NA
HP:0004283	Narrow palm	NA	NA
HP:0011029	Internal hemorrhage	NA	NA
HP:0000277	Abnormality of the mandible	NA	NA
HP:0001889	Megaloblastic anemia	D000749	Megaloblastic Anemia
HP:0012182	Oropharyngeal squamous cell carcinoma	NA	NA
HP:0004320	Vaginal fistula	D014624	Vaginal Fistulas
HP:0003261	Increased IgA level	NA	NA
HP:0012068	Aspartylglucosaminuria	D054880	AGA Deficiencies
HP:0012505	Enlarged pituitary gland	NA	NA
HP:0009716	Subependymal nodules	NA	NA
HP:0002044	Zollinger-Ellison syndrome	D015043	Syndrome, Zollinger-Ellison
HP:0011805	Abnormality of muscle morphology	NA	NA
HP:0012243	Abnormal genital system morphology	NA	NA
HP:0001644	Dilated cardiomyopathy	NA	NA
HP:0002703	Abnormality of skull ossification	NA	NA
HP:0000608	Macular degeneration	NA	NA
HP:0000370	Abnormality of the middle ear	NA	NA
HP:0000224	Decreased taste sensation	NA	NA
HP:0100861	Vertebral body sclerosis	NA	NA
HP:0007731	Chorioretinal dysplasia	NA	NA
HP:0002273	Tetraparesis	NA	NA
HP:0000062	Ambiguous genitalia	NA	NA
HP:0012098	Edema of the dorsum of feet	NA	NA
HP:0002021	Pyloric stenosis	D011707	Pyloric Stenosis
HP:0100016	Abnormality of the mesentery	NA	NA
HP:0004607	Anterior beaking of lower thoracic vertebrae	NA	NA
HP:0002150	Hypercalciuria	D053565	Hypercalciuria
HP:0006768	Localized neuroblastoma	NA	NA
HP:0006368	Forearm reduction defects	NA	NA
HP:0002195	Dysgenesis of the cerebellar vermis	NA	NA
HP:0002392	EEG with polyspike wave complexes	NA	NA
HP:0008356	Combined hyperlipidemia	NA	NA
HP:0008569	Microtia, second degree	NA	NA
HP:0010663	Abnormality of thalamus morphology	NA	NA
HP:0100832	Vitreous floaters	NA	NA
HP:0005587	Profuse pigmented skin lesions	NA	NA
HP:0002650	Scoliosis	NA	NA
HP:0006323	Premature loss of primary teeth	NA	NA
HP:0012227	Urethral stricture	NA	NA
HP:0002438	Cerebellar malformation	NA	NA
HP:0008743	Coronal hypospadias	NA	NA
HP:0030644	Blind-spot enlargment	NA	NA
HP:0005107	Abnormality of the sacrum	NA	NA
HP:0100526	Neoplasm of the lung	NA	NA
HP:0006243	Phalangeal dislocation	NA	NA
HP:0012305	Coarctation of the descending aortic arch	NA	NA
HP:0000597	Ophthalmoparesis	NA	NA
HP:0005462	Calcification of falx cerebri	NA	NA
HP:0001348	Brisk reflexes	NA	NA
HP:0003803	Type 1 muscle fiber predominance	NA	NA
HP:0009751	Aplasia of the pectoralis major muscle	NA	NA
HP:0100617	Testicular seminoma	D018239	Seminomas
HP:0000009	Functional abnormality of the bladder	NA	NA
HP:0200016	Acrokeratosis	NA	NA
HP:0008404	Nail dystrophy	NA	NA
HP:0002207	Diffuse reticular or finely nodular infiltrations	NA	NA
HP:0010620	Malar prominence	NA	NA
HP:0100886	Abnormality of globe location	NA	NA
HP:0008774	Aplasia/Hypoplasia of the inner ear	NA	NA
HP:0001024	Skin dimple over apex of long bone angulation	NA	NA
HP:0005116	Arterial tortuosity	NA	NA
HP:0002859	Rhabdomyosarcoma	D012208	Rhabdomyosarcomas
HP:0010446	Tricuspid stenosis	D014264	Stenosis, Tricuspid Valve
HP:0008283	Fasting hyperinsulinemia	NA	NA
HP:0002540	Inability to walk	NA	NA
HP:0005700	Increased bone density with cystic changes	NA	NA
HP:0000887	Cupped ribs	NA	NA
HP:0008394	Congenital onychodystrophy	NA	NA
HP:0007499	Recurrent staphylococcal infections	NA	NA
HP:0007704	Paroxysmal involuntary eye movements	NA	NA
HP:0100716	Self-injurious behavior	NA	NA
HP:0002728	Chronic mucocutaneous candidiasis	D002178	Mucocutaneous Candidiasis, Chronic
HP:0000324	Facial asymmetry	D005146	Facial Asymmetries
HP:0002858	Meningioma	NA	NA
HP:0100775	Dural ectasia	NA	NA
HP:0000294	Low anterior hairline	NA	NA
HP:0000828	Abnormality of the parathyroid gland	NA	NA
HP:0005264	Abnormality of the gallbladder	NA	NA
HP:0008434	Hypoplastic cervical vertebrae	NA	NA
HP:0001962	Palpitations	NA	NA
HP:0000729	Autistic behavior	NA	NA
HP:0008897	Postnatal growth retardation	NA	NA
HP:0012521	Optic nerve aplasia	NA	NA
HP:0001959	Polydipsia	D059606	Polydipsias
HP:0007133	Progressive peripheral neuropathy	NA	NA
HP:0003173	Hypoplastic pubic bone	NA	NA
HP:0007477	Abnormal dermatoglyphics	NA	NA
HP:0001029	Poikiloderma	NA	NA
HP:0000034	Hydrocele testis	D006848	Vaginal Hydroceles
HP:0030828	Wheezing	NA	NA
HP:0030153	Cholangiocarcinoma	NA	NA
HP:0010463	Aplasia of the ovary	NA	NA
HP:0000175	Cleft palate	NA	NA
HP:0100520	Oliguria	D009846	Oligurias
HP:0100828	Increase in T cell number	NA	NA
HP:0007730	Iris hypopigmentation	NA	NA
HP:0012084	Abnormality of skeletal muscle fiber size	NA	NA
HP:0009771	Osteolytic defects of the phalanges of the hand	D030981	Acro Osteolysis
HP:0000349	Widow's peak	NA	NA
HP:0002987	Elbow flexion contracture	NA	NA
HP:0100730	Bronchogenic cyst	D001994	Cysts, Bronchogenic
HP:0002245	Meckel diverticulum	D008467	Meckel Diverticulum
HP:0001500	Broad finger	NA	NA
HP:0007485	Absence of subcutaneous fat	NA	NA
HP:0008720	Primary testicular failure	NA	NA
HP:0005968	Temperature instability	NA	NA
HP:0001071	Angiokeratoma corporis diffusum	D000795	Deficiency, GLA
HP:0000982	Palmoplantar keratoderma	NA	NA
HP:0007517	Palmoplantar cutis laxa	NA	NA
HP:0002893	Pituitary adenoma	NA	NA
HP:0030258	Hyperpigmented genitalia	NA	NA
HP:0001842	Acroosteolysis (feet)	NA	NA
HP:0002067	Bradykinesia	NA	NA
HP:0012625	Stage 3 chronic kidney disease	NA	NA
HP:0007036	Hypoplasia of olfactory tract	NA	NA
HP:0002920	Decreased circulating ACTH level	NA	NA
HP:0002132	Porencephaly	NA	NA
HP:0001890	Autoimmune hemolytic anemia	NA	NA
HP:0006059	Cone-shaped metacarpal epiphyses	NA	NA
HP:0000051	Perineal hypospadias	NA	NA
HP:0100673	Vaginal hydrocele	D006848	Vaginal Hydroceles
HP:0100843	Glioblastoma	NA	NA
HP:0002015	Dysphagia	NA	NA
HP:0007440	Generalized hyperpigmentation	NA	NA
HP:0006579	Prolonged neonatal jaundice	NA	NA
HP:0010958	Bilateral renal agenesis	C536482	Hereditary renal agenesis
HP:0002089	Pulmonary hypoplasia	NA	NA
HP:0002938	Lumbar hyperlordosis	NA	NA
HP:0003546	Exercise intolerance	NA	NA
HP:0000963	Thin skin	NA	NA
HP:0100810	Pointed helix	NA	NA
HP:0000315	Abnormality of the orbital region	NA	NA
HP:0002679	Abnormality of the sella turcica	NA	NA
HP:0009623	Proximal placement of thumb	NA	NA
HP:0000547	Tapetoretinal degeneration	NA	NA
HP:0001360	Holoprosencephaly	NA	NA
HP:0030434	Pilomatrixoma	D018296	Pilomatricoma, Benign
HP:0007601	Midline facial capillary hemangioma	NA	NA
HP:0008952	Shoulder muscle hypoplasia	NA	NA
HP:0011704	Sick sinus syndrome	NA	NA
HP:0001660	Truncus arteriosus	NA	NA
HP:0012621	Persistent cloaca	NA	NA
HP:0002636	Aneurysm of an abdominal artery	NA	NA
HP:0011798	Renal oncocytoma	C537750	Oncocytoma, renal
HP:0012649	Increased inflammatory response	NA	NA
HP:0000815	Hypergonadotropic hypogonadism	NA	NA
HP:0000164	Abnormality of the teeth	NA	NA
HP:0000858	Menstrual irregularities	NA	NA
HP:0000078	Abnormality of the genital system	NA	NA
HP:0200055	Small hand	NA	NA
HP:0007549	Desquamation of skin soon after birth	NA	NA
HP:0006476	Abnormality of the pancreatic islet cells	NA	NA
HP:0100133	Abnormality of the pubic hair	NA	NA
HP:0001117	Sudden loss of visual acuity	NA	NA
HP:0012092	Abnormality of exocrine pancreas physiology	NA	NA
HP:0008034	Abnormal iris pigmentation	NA	NA
HP:0002749	Osteomalacia	NA	NA
HP:0011949	Acute infectious pneumonia	NA	NA
HP:0100835	Benign neoplasm of the central nervous system	NA	NA
HP:0100662	Chondritis	NA	NA
HP:0005115	Supraventricular arrhythmia	NA	NA
HP:0006055	Ulnar deviated club hands	NA	NA
HP:0010443	Bifid femur	NA	NA
HP:0004409	Hyposmia	NA	NA
HP:0001006	Hypotrichosis	D007039	Hypotrichoses
HP:0012286	Abnormal hypothalamus morphology	NA	NA
HP:0001045	Vitiligo	D014820	Vitiligo
HP:0200097	Oral mucosal blisters	NA	NA
HP:0004524	Temporal hypotrichosis	NA	NA
HP:0012506	Small pituitary gland	NA	NA
HP:0003028	Abnormality of the ankles	NA	NA
HP:0010459	True hermaphroditism	NA	NA
HP:0012609	Hypomagnesiuria	NA	NA
HP:0000855	Insulin resistance	NA	NA
HP:0007383	Congenital localized absence of skin	NA	NA
HP:0000456	Bifid nasal tip	NA	NA
HP:0003765	Psoriasis	NA	NA
HP:0001054	Numerous nevi	NA	NA
HP:0000137	Abnormality of the ovary	NA	NA
HP:0002761	Generalized joint laxity	NA	NA
HP:0012490	Panniculitis	NA	NA
HP:0002926	Abnormality of thyroid physiology	NA	NA
HP:0005956	Anteroposteriorly shortened larynx	NA	NA
HP:0004736	Crossed fused renal ectopia	NA	NA
HP:0007058	Generalized cerebral atrophy/hypoplasia	NA	NA
HP:0008964	Nonprogressive muscular atrophy	NA	NA
HP:0100578	Lipoatrophy	NA	NA
HP:0001371	Flexion contracture	NA	NA
HP:0009164	Abnormal calcification of the carpal bones	NA	NA
HP:0010001	Complete duplication of the distal phalanges of the hand	NA	NA
HP:0000891	Cervical ribs	D057070	Ribs, Cervical
HP:0002890	Thyroid carcinoma	NA	NA
HP:0100642	Neoplasm of the adrenal medulla	NA	NA
HP:0030588	Abnormal visual field test	NA	NA
HP:0002494	Abnormal rapid eye movement (REM) sleep	NA	NA
HP:0100027	Recurrent pancreatitis	D050500	Pancreatitis, Chronic
HP:0004343	Abnormality of glycosphingolipid metabolism	NA	NA
HP:0000609	Optic nerve hypoplasia	NA	NA
HP:0000308	Microretrognathia	NA	NA
HP:0004236	Irregular carpal bones	NA	NA
HP:0001944	Dehydration	NA	NA
HP:0001762	Talipes equinovarus	NA	NA
HP:0030683	Vaginitis	D014627	Vaginitides
HP:0001188	Hand clenching	NA	NA
HP:0011784	Thyrotoxicosis with diffuse goiter	NA	NA
HP:0007141	Sensorimotor neuropathy	NA	NA
HP:0010451	Aplasia/Hypoplasia of the spleen	NA	NA
HP:0009319	Joint contracture of the 3rd finger	NA	NA
HP:0011832	Narrow nasal tip	NA	NA
HP:0007011	Fourth cranial nerve palsy	NA	NA
HP:0003010	Prolonged bleeding time	NA	NA
HP:0008186	Adrenocortical cytomegaly	NA	NA
HP:0008648	Anteriorly displaced urethral meatus	NA	NA
HP:0000061	Ambiguous genitalia, female	NA	NA
HP:0009239	Aplasia/Hypoplasia of the distal phalanx of the 5th finger	NA	NA
HP:0100836	Malignant neoplasm of the central nervous system	NA	NA
HP:0003220	Abnormality of chromosome stability	NA	NA
HP:0011645	Sinus of Valsalva aneurysm	NA	NA
HP:0004953	Abdominal aortic aneurysm	D017544	Aortic Aneurysms, Abdominal
HP:0000151	Aplasia of the uterus	NA	NA
HP:0001864	Clinodactyly of the 5th toe	NA	NA
HP:0004279	Short palm	NA	NA
HP:0012232	Shortened QT interval	NA	NA
HP:0100530	Abnormality of calcium-phosphate metabolism	NA	NA
HP:0003343	Glutathione synthetase deficiency	C536835	Glutathione synthetase deficiency
HP:0012332	Abnormal autonomic nervous system physiology	NA	NA
HP:0006481	Abnormality of primary teeth	NA	NA
HP:0000289	Broad philtrum	NA	NA
HP:0000932	Abnormality of the posterior cranial fossa	NA	NA
HP:0011505	Cystoid macular edema	NA	NA
HP:0004609	Patchy distortion of vertebrae	NA	NA
HP:0010841	Multifocal epileptiform discharges	NA	NA
HP:0000217	Xerostomia	D014987	Dryness, Mouth
HP:0000039	Epispadias	NA	NA
HP:0010471	Oligosacchariduria	NA	NA
HP:0002871	Central apnea	NA	NA
HP:0000154	Wide mouth	D008265	Macrostomias
HP:0001264	Spastic diplegia	NA	NA
HP:0003233	Hypoalphalipoproteinemia	NA	NA
HP:0100028	Ectopic thyroid	NA	NA
HP:0002372	Normal interictal EEG	NA	NA
HP:0004306	Abnormality of the endocardium	NA	NA
HP:0003319	Abnormality of the cervical spine	NA	NA
HP:0100577	Urinary bladder inflammation	D003556	Cystitides
HP:0000574	Thick eyebrow	NA	NA
HP:0012671	Abulia	NA	NA
HP:0000048	Bifid scrotum	NA	NA
HP:0010301	Spinal dysraphism	NA	NA
HP:0008416	Six lumbar vertebrae	NA	NA
HP:0000833	Glucose intolerance	D018149	Intolerance, Glucose
HP:0010701	Abnormal immunoglobulin level	NA	NA
HP:0011675	Arrhythmia	NA	NA
HP:0030049	Brain abscess	NA	NA
HP:0010472	Abnormality of the heme biosynthetic pathway	NA	NA
HP:0006899	Fusion of the cerebellar hemispheres	NA	NA
HP:0011757	Posterior pituitary hypoplasia	NA	NA
HP:0007473	Crusting erythematous dermatitis	NA	NA
HP:0000823	Delayed puberty	NA	NA
HP:0001510	Growth delay	NA	NA
HP:0000177	Abnormality of upper lip	NA	NA
HP:0000180	Lobulated tongue	NA	NA
HP:0002006	Facial cleft	NA	NA
HP:0007546	Linear hyperpigmentation	NA	NA
HP:0009803	Short phalanx of finger	NA	NA
HP:0012108	Primary open angle glaucoma	C562750	Glaucoma, Primary Open Angle
HP:0003170	Abnormality of the acetabulum	NA	NA
HP:0002577	Abnormality of the stomach	NA	NA
HP:0100240	Synostosis of joints	NA	NA
HP:0011964	Intermittent painful muscle spasms	NA	NA
HP:0002795	Functional respiratory abnormality	NA	NA
HP:0003759	Hypoplasia of lymphatic vessels	NA	NA
HP:0000864	Abnormality of the hypothalamus-pituitary axis	NA	NA
HP:0011893	Abnormal leukocyte count	NA	NA
HP:0005325	Extension of hair growth on temples to lateral eyebrow	NA	NA
HP:0000140	Abnormality of the menstrual cycle	NA	NA
HP:0003034	Diaphyseal sclerosis	D003966	Camurati Engelmann Disease
HP:0002750	Delayed skeletal maturation	NA	NA
HP:0030404	Glucagonoma	D005935	Syndromes, Glucagonoma
HP:0004453	Overfolding of the superior helices	NA	NA
HP:0001657	Prolonged QT interval	NA	NA
HP:0100546	Carotid artery stenosis	NA	NA
HP:0003555	Muscle fiber splitting	NA	NA
HP:0010729	Cherry red spot of the macula	NA	NA
HP:0010625	Anterior pituitary dysgenesis	NA	NA
HP:0010806	U-Shaped upper lip vermilion	NA	NA
HP:0002905	Hyperphosphatemia	D054559	Hyperphosphatemias
HP:0012637	Renal calcium wasting	NA	NA
HP:0002613	Biliary cirrhosis	NA	NA
HP:0003768	Periodic paralysis	NA	NA
HP:0100813	Testicular torsion	D013086	Torsion, Spermatic Cord
HP:0000123	Nephritis	D009393	Nephritides
HP:0000992	Cutaneous photosensitivity	NA	NA
HP:0001241	Capitate-hamate fusion	NA	NA
HP:0009943	Complete duplication of thumb phalanx	NA	NA
HP:0100670	Rough bone trabeculation	NA	NA
HP:0002836	Bladder exstrophy	D001746	Urinary Bladder Exstrophies
HP:0008706	Distal urethral duplication	NA	NA
HP:0011228	Horizontal eyebrow	NA	NA
HP:0000071	Ureteral stenosis	NA	NA
HP:0010766	Ectopic calcification	NA	NA
HP:0007468	Perifollicular hyperkeratosis	NA	NA
HP:0000105	Enlarged kidneys	NA	NA
HP:0006892	Frontotemporal cerebral atrophy	NA	NA
HP:0001558	Decreased fetal movement	NA	NA
HP:0003019	Abnormality of the wrist	NA	NA
HP:0001085	Papilledema	NA	NA
HP:0100280	Crohn's disease	NA	NA
HP:0000586	Shallow orbits	NA	NA
HP:0000275	Narrow face	NA	NA
HP:0008839	Hypoplastic pelvis	NA	NA
HP:0007832	Pigmentation of the sclera	NA	NA
HP:0006619	Anterior rib punctate calcifications	NA	NA
HP:0001869	Deep plantar creases	NA	NA
HP:0002635	Atheromatosis	NA	NA
HP:0009370	Type A brachydactyly	NA	NA
HP:0012719	Functional abnormality of the gastrointestinal tract	NA	NA
HP:0002583	Colitis	D003092	Colitides
HP:0005203	Spontaneous esophageal perforation	C536571	Boerhaave syndrome
HP:0007797	Retinal vascular malformation	NA	NA
HP:0002101	Abnormal lung lobation	NA	NA
HP:0011400	Abnormal CNS myelination	NA	NA
HP:0040075	Hypopituitarism	NA	NA
HP:0008095	Osteolysis of talus	NA	NA
HP:0100742	Vascular neoplasm	D019043	Vascular Neoplasm
HP:0004887	Respiratory failure requiring assisted ventilation	NA	NA
HP:0002131	Episodic ataxia	C580065	Episodic Ataxia
HP:0030757	Tooth abscess	NA	NA
HP:0001927	Acanthocytosis	NA	NA
HP:0100745	Abnormality of the humeroulnar joint	NA	NA
HP:0012444	Brain atrophy	NA	NA
HP:0000576	Centrocecal scotoma	NA	NA
HP:0001895	Normochromic anemia	NA	NA
HP:0001084	Corneal arcus	NA	NA
HP:0005901	Chronic recurrent multifocal osteomyelitis	C535456	Chronic recurrent multifocal osteomyelitis
HP:0001406	Intrahepatic cholestasis	D002780	Intrahepatic Cholestases
HP:0000481	Abnormality of the cornea	NA	NA
HP:0007020	Progressive spastic paraplegia	NA	NA
HP:0001978	Extramedullary hematopoiesis	NA	NA
HP:0001776	Bilateral talipes equinovarus	NA	NA
HP:0012166	Skin-picking	NA	NA
HP:0000042	Absent external genitalia	NA	NA
HP:0100769	Synovitis	D013585	Synovitides
HP:0006710	Aplasia/Hypoplasia of the clavicles	NA	NA
HP:0011272	Underdeveloped tragus	NA	NA
HP:0012398	Peripheral edema	NA	NA
HP:0001538	Protuberant abdomen	NA	NA
HP:0100842	Septo-optic dysplasia	D025962	Septooptic Dysplasias
HP:0005508	Waldenstrom macroglobulinemia	NA	NA
HP:0012382	Left-to-right shunt	NA	NA
HP:0007045	Midline brain calcifications	NA	NA
HP:0100729	Large face	NA	NA
